,3212.0
outbuilding,1.0
"outbuilding,",1.0
outbuildingaccessory,1.0
outdated,1.0
outdoor,3.0
outdoors,1.0
outexterior,4.0
outfailure,4.0
"outfitters.banners,prohibited",1.0
outhigh,2.0
outlet,18.0
"outlet,clean",2.0
"outlet,correct",1.0
"outlet,drain",1.0
outlets,1.0
"outlets,",1.0
outlets.,1.0
outopen,3.0
outparking,1.0
outside,45.0
outside).boarding,1.0
outside)open,1.0
"outside,",1.0
outside.,1.0
outside.exterior,1.0
outside.open,1.0
outsideexterior,3.0
outsideopen,1.0
outsideplumbing,1.0
outvehicle,1.0
outward,1.0
"oven,",1.0
over,302.0
"over,",2.0
over-crowdingoccupancy,1.0
over.,1.0
over.accessory,1.0
over.open,1.0
overaccessory,1.0
overby,1.0
overcorwding.,1.0
overcorwdingovercrowding,1.0
"overcrosding,",1.0
overcrowding,74.0
"overcrowding,",80.0
"overcrowding,exterior",1.0
"overcrowding,occupancy",4.0
"overcrowding,open",21.0
"overcrowding,overcrowding",9.0
"overcrowding,overcrowding,overcrowding",2.0
"overcrowding,overcrowding,use",3.0
"overcrowding,parking",9.0
"overcrowding,roof",1.0
"overcrowding,scope",1.0
"overcrowding,swimming",1.0
"overcrowding,use",16.0
overcrowding.,34.0
overcrowding.exterior,1.0
overcrowding.landlord,1.0
overcrowding.occupancy,7.0
overcrowding.open,2.0
overcrowding.overcrowding,3.0
"overcrowding.overcrowding,parking",1.0
overcrowding/unpermitted,1.0
overcrowding;,23.0
overcrowding;overcrowding,1.0
overcrowdingaccessory,1.0
overcrowdingaddress,2.0
overcrowdingboat,1.0
overcrowdingelectrical,1.0
overcrowdingexterior,23.0
overcrowdingfailure,1.0
overcrowdingfence,1.0
overcrowdinghigh,2.0
overcrowdinglandlord,7.0
overcrowdingoccupancy,24.0
overcrowdingon,1.0
overcrowdingopen,23.0
overcrowdingovercrowding,68.0
"overcrowdingovercrowding,overcrowding",1.0
"overcrowdingovercrowding,parking",1.0
"overcrowdingovercrowding,use",2.0
overcrowdingparking,8.0
overcrowdinguse,2.0
overcrowdingvehicle,1.0
overflow,3.0
overflowing,52.0
overflowing)open,1.0
"overflowing,",8.0
overflowing.,4.0
overflowing.exterior,1.0
overflowing.high,1.0
overflowing.open,2.0
overflowingaccumualtion,2.0
overflowingbuilding,1.0
overflowingexterior,6.0
overflowinghigh,1.0
overflowingopen,16.0
overflowingsewage,1.0
overflowsewage,1.0
overgrowing,1.0
overgrown,37.0
"overgrown,",2.0
overgrown.high,2.0
overgrownhigh,13.0
overgrownopen,1.0
overgrownparking,1.0
overgrowth,10.0
"overgrowth,",5.0
overgrowthexcess,7.0
overgrowthexterior,5.0
overgrowthhigh,61.0
overgrowthopen,1.0
overhang,33.0
"overhang,",1.0
overhang.exterior,1.0
overhangdamaged,1.0
overnight,2.0
overopen,1.0
overrun?,1.0
oversized,1.0
overspray,1.0
overuled.,1.0
ovr,1.0
owendale,1.0
own,4.0
owned,5.0
owner,136.0
owner's,1.0
owner),1.0
owner)high,1.0
"owner,devices",1.0
"owner,extermination",6.0
"owner,fire",6.0
"owner,heating",1.0
"owner,interior",3.0
"owner,interiors",1.0
"owner,unlic",1.0
"owner,use",2.0
"owner,vent",1.0
"owner,ventilation",1.0
"owner,water",1.0
owner-occupied.,1.0
ownerboarding,1.0
ownerowner,1.0
owners,24.0
ownership,2.0
owns,5.0
owns.,1.0
p,3.0
p.,1.0
p.m.high,1.0
p/uexterior,1.0
p0ol,1.0
p21-96evehicle,1.0
pacifica,1.0
packed,1.0
pad,4.0
"pad,",1.0
padding,1.0
"padding,",1.0
paid,1.0
pain,1.0
paint,52.0
"paint,",7.0
"paint,exterior",15.0
"paint,extermination",1.0
"paint,high",2.0
"paint,open",3.0
"paint,repair",1.0
paint.,2.0
paint.exterior,1.0
paint/,1.0
paint/repairmissing,1.0
paintaccessory,3.0
paintaddress,1.0
paintbroken,1.0
painted,5.0
"painted,",2.0
painted.exterior,1.0
paintedexterior,1.0
paintext,1.0
paintexterior,38.0
painthigh,1.0
painting,29.0
painting)exterior,1.0
"painting,",2.0
"painting,exterior",14.0
"painting,failure",3.0
"painting,prohibited",1.0
"painting,use",8.0
painting.,1.0
painting//address,1.0
paintingaccessory,1.0
paintingaddress,1.0
paintingexterior,3.0
paintinguse,1.0
paintning,1.0
paintopen,2.0
paintpaint,1.0
paking,1.0
pallet,3.0
palletopen,1.0
pallets,21.0
pallets),1.0
pallets)open,1.0
"pallets,",4.0
pallets.,3.0
pallets.open,2.0
pallets//imv//pkingopen,1.0
pallets/debris/applianceopen,1.0
pallets;,1.0
palletsexterior,1.0
palletsopen,6.0
pallett,1.0
pan/bucket,1.0
panderia,1.0
pane,2.0
panel,7.0
"panel,electrical",10.0
"panel,exterior",2.0
"panel,extermination",1.0
"panel,hvac",1.0
"panel,interior",1.0
"panel,replace",1.0
"panel,replace,",1.0
panelelectrical,1.0
panels,3.0
panera,1.0
panesigns,2.0
papa,1.0
paper,1.0
papersexterior,1.0
paragon,2.0
parcel,29.0
parcel(s),1.0
"parcel,",2.0
parcel.open,4.0
parcel.use,2.0
parcelabandoned,1.0
parcelcommercial,1.0
parcelexterior,1.0
parcelhigh,7.0
parcelopen,1.0
parcels,1.0
parcelshome,1.0
parceluse,1.0
parel,1.0
parelopen,1.0
paring,1.0
park,25.0
park.,2.0
park.open,2.0
park/daycarefailure,1.0
parked,560.0
"parked,",1.0
parked-tow,1.0
parkied,1.0
parkiing,3.0
parkikng,1.0
parking,4994.0
"parking,",5.0
"parking,commercial",22.0
"parking,exterior",54.0
"parking,failure",13.0
"parking,fence",4.0
"parking,garage",3.0
"parking,high",17.0
"parking,home",1.0
"parking,illicit",1.0
"parking,landlord",3.0
"parking,litter",1.0
"parking,occupancy",5.0
"parking,open",18.0
"parking,overcrowding",1.0
"parking,parking",18.0
"parking,plumbing",1.0
"parking,pressure",1.0
"parking,prohibited",6.0
"parking,repair",3.0
"parking,sanitary",1.0
"parking,sidewalk",2.0
"parking,signs",2.0
"parking,stagnant",1.0
"parking,stop",2.0
"parking,swimming",1.0
"parking,tractor-trailer",16.0
"parking,unlic",7.0
"parking,use",138.0
"parking,vehicle",6.0
parking.,2.0
parkingaddress,3.0
parkingboat,1.0
parkingexterior,9.0
parkingopen,4.0
parkingparking,129.0
parkingtractor-trailer,2.0
parkinig,1.0
parkitn,1.0
parkopen,2.0
parks,2.0
parlor,1.0
part,6.0
parthenon,1.0
partial,2.0
partially,5.0
particle,1.0
parties,2.0
parts,26.0
"parts,",4.0
parts.,4.0
partsexterior,3.0
partsgraffiti,1.0
partshigh,1.0
partsopen,3.0
party,1.0
party.owner,1.0
partying,1.0
"partying,",1.0
partying;,1.0
passed,1.0
passenger,1.0
passexterior,1.0
passport,1.0
passportvehicle,1.0
past,4.0
pasta,1.0
patch,1.0
pathfinder,1.0
patients,1.0
patientsuse,1.0
patio,6.0
"patio,",2.0
patio.,2.0
patio.open,4.0
patio;,5.0
patioexterior,1.0
patioopen,8.0
patsy,1.0
"pave,",1.0
paved,2.0
paved.,1.0
paved;,1.0
pavement,1.0
pavilions,1.0
paving,4.0
pawn,3.0
pawnee,2.0
pawnprohibited,1.0
pawnsign,1.0
pay,3.0
pays,1.0
pc,2.0
pcs,5.0
pcs)signs,1.0
"pcs,",1.0
pcs.,2.0
pcs/repeat,1.0
pcsprohibited,1.0
pcssigns,2.0
"pd,",1.0
peacocks,1.0
pebble,1.0
pebbles,1.0
peeling,54.0
"peeling,",1.0
peelingaddress,1.0
peelingdilapidated,1.0
peelingexterior,1.0
pelase,1.0
pemitsbuilding,1.0
pen,1.0
"pen,building",1.0
penantssigns,1.0
penchickens,1.0
pencil,1.0
pending,1.0
pending)exterior,1.0
penn,4.0
pennant/,4.0
pennantprohibited,1.0
"pennants,",2.0
pennington,3.0
pennuse,1.0
people,245.0
people.,5.0
people;,1.0
peopleexcess,1.0
peoples,2.0
peopleuse,2.0
pep,1.0
per,37.0
percent,18.0
"percent,bb",1.0
"percent,unsafe",1.0
"percent,use",3.0
performing,2.0
perimeter,1.0
period),1.0
peritted.excess,1.0
perkins)exterior,1.0
permanent,17.0
permission,4.0
permist,1.0
permit,1727.0
permit(s),1.0
permit(s);,1.0
permit(s)building,4.0
permit),1.0
"permit),",1.0
permit);,1.0
"permit,",47.0
"permit,fence",1.0
"permit,fire",3.0
"permit,high",2.0
"permit,landlord",1.0
"permit,mobile",3.0
"permit,occupancy",3.0
"permit,on-premises",2.0
"permit,open",24.0
"permit,overcrowding",2.0
"permit,parking",4.0
"permit,paving",4.0
"permit,prohibited",4.0
"permit,sign",1.0
"permit,signs",1.0
"permit,stop",2.0
"permit,strp",1.0
"permit,unlic",1.0
"permit,use",34.0
permit-,1.0
permit.,62.0
permit./no,1.0
permit.address,2.0
permit.boarding,1.0
permit.building,18.0
permit.excess,8.0
permit.exterior,2.0
permit.failure,1.0
permit.landlord,1.0
permit.occupancy,1.0
permit.open,3.0
permit.owner,2.0
permit.parking,1.0
permit.stop,2.0
permit.strp,28.0
permit.use,16.0
permit/,1.0
permit//trashbuilding,1.0
permit/electrical/lumbing/building,1.0
permit;,21.0
permitaccessory,3.0
permitboarding,1.0
permitbuilding,126.0
permitcertificate,5.0
permitelectronic,2.0
permitexcess,26.0
permitexterior,12.0
permitfailure,10.0
permithigh,1.0
permitlandlord,3.0
permitopen,5.0
permitovercrowding,1.0
"permitovercrowding,use",1.0
permitowner,14.0
permitparking,1.0
permitprohibited,3.0
permits,45.0
permits),2.0
"permits,",14.0
permits.,16.0
permits.accessory,1.0
permits.building,8.0
permits.commercial,1.0
permits.open,3.0
permits.unlic,1.0
permits;,23.0
permitsaccessory,3.0
permitsaddress,3.0
permitsboarding,1.0
permitsbuilding,104.0
permitscommercial,1.0
permitsexterior,9.0
permitsfailure,8.0
permitsfor,1.0
permitshigh,1.0
permitsign,4.0
permitsigns,1.0
permitslight,1.0
permitson-premises,2.0
permitsopen,8.0
permitsovercrowding,2.0
"permitsovercrowding,use",1.0
permitsowner,1.0
permitssign,2.0
permitssigns,1.0
permitsstop,1.0
permitsstrp,8.0
permitstop,7.0
permitstrp,162.0
permitsuse,17.0
permitted,2186.0
"permitted,",10.0
"permitted,vehicle",16.0
"permitted,vent",1.0
"permitted,ventilation",1.0
"permitted,water",2.0
permitted-,1.0
permitted-using,1.0
permitted.,2.0
permitted.excess,2.0
permitted.open,2.0
permitted.swimming,1.0
permitted.use,2.0
permittedaccessory,1.0
permittedaddress,3.0
permittedbuilding,7.0
permittedcommercial,5.0
permittedelectrical,1.0
permittedexcess,1.0
permittedexterior,10.0
permittedfailure,1.0
permittedopen,4.0
permittedparking,2.0
permittedsigns,4.0
permittedstrp,1.0
permitteduse,14.0
permitting.excess,1.0
permittteddilapidated,2.0
permitunlic,1.0
permituse,166.0
permtsbuilding,1.0
permtuse,1.0
perpetual,2.0
persian,1.0
person,4.0
personal,1.0
persons,4.0
persons),1.0
persons.use,1.0
pest,3.0
pet,2.0
peterman,1.0
pharaoh's,1.0
phase,1.0
phat,1.0
phone,10.0
"phone
(hotline",17.0
"phone
(hotline)",1.0
"phone
(strp",1.0
"phone
14",1.0
"phone
2",1.0
"phone
3",2.0
"phone
380",1.0
"phone
abandoned",5.0
"phone
abundance",1.0
"phone
adv",1.0
"phone
advertising",1.0
"phone
at",1.0
"phone
bobcat",1.0
"phone
broken",1.0
"phone
building",3.0
"phone
built",1.0
"phone
business",1.0
"phone
cadillac",1.0
"phone
construction",2.0
"phone
corner",1.0
"phone
couch",1.0
"phone
covered",1.0
"phone
deck",1.0
"phone
dilapidated",11.0
"phone
dilapidated/collapsed",1.0
"phone
dog",1.0
"phone
dumping",1.0
"phone
electrical",1.0
"phone
farm",1.0
"phone
garbage",1.0
"phone
graffitigraffiti",1.0
"phone
has",1.0
"phone
hg,jtd,exterior",1.0
"phone
hgw,",1.0
"phone
hgwhigh",3.0
"phone
high",25.0
"phone
home",1.0
"phone
illegal",2.0
"phone
illegally",1.0
"phone
imv's,",1.0
"phone
imv,",2.0
"phone
imvexterior",1.0
"phone
inoperable",26.0
"phone
inoperable,",1.0
"phone
inoperable/unlicensed",1.0
"phone
it",1.0
"phone
jtd",3.0
"phone
jtdopen",2.0
"phone
junk",42.0
"phone
junk,",25.0
"phone
lot",1.0
"phone
motel-3rd",1.0
"phone
motor",1.0
"phone
needs",1.0
"phone
no",2.0
"phone
odor",1.0
"phone
old",1.0
"phone
open",1.0
"phone
operating",2.0
"phone
outside",1.0
"phone
overcrowding",1.0
"phone
overcrowding,",2.0
"phone
overcrowding;",2.0
"phone
overgrown",1.0
"phone
parking",18.0
"phone
people",1.0
"phone
pog",1.0
"phone
pool",1.0
"phone
property",1.0
"phone
put",1.0
"phone
raw",1.0
"phone
refrigerator",1.0
"phone
repeat",1.0
"phone
rooster",1.0
"phone
running",7.0
"phone
sewage",1.0
"phone
someone",1.0
"phone
str-",1.0
"phone
swimming",1.0
"phone
tall",5.0
"phone
tenant",1.0
"phone
trash",9.0
"phone
trash,",1.0
"phone
trash.",1.0
"phone
trashcans",1.0
"phone
unlicensed",2.0
"phone
use",1.0
"phone
vacant",1.0
"phone
vehicles",1.0
"phone
washer",1.0
"phone
water",1.0
"phone
windlands",1.0
"phone
working",2.0
"phone
wrecked",1.0
photo,11.0
"photo),",1.0
photo.,1.0
photo.commercial,2.0
photo.exterior,1.0
photo.high,1.0
photo.parking,2.0
photo.use,1.0
photoexterior,1.0
photograph,1.0
photography,2.0
photos,8.0
photos.open,1.0
physical,3.0
piano,1.0
pic,3.0
pic.high,1.0
pick,23.0
pick-up,5.0
pick-upexterior,1.0
pick-upvehicle,1.0
picked,29.0
pickedup,1.0
pickercommercial,1.0
picking,1.0
pickup,16.0
pickup)open,1.0
pickupexterior,1.0
picnic,1.0
"pics,",1.0
picture,6.0
picturelighting,1.0
pid,1.0
"pid,",4.0
pid.address,4.0
pidaddress,83.0
piece,2.0
pieces,2.0
piecesopen,1.0
piedmontopen,1.0
pigs,4.0
piiled,1.0
pike,6.0
pike),1.0
pike)lighting,1.0
pike)use,1.0
pike.address,1.0
pike;,2.0
pilcher,1.0
pile,34.0
"pile,",1.0
pile.,1.0
piled,64.0
pileopen,2.0
piles,24.0
"piles,",1.0
piling,4.0
pin,1.0
pine,1.0
pink,3.0
pinto,1.0
pipe,12.0
pipes,5.0
piping,1.0
piping);,1.0
pit,2.0
pit;high,1.0
pitts,1.0
pizza,2.0
pizzasigns,1.0
pk,3.0
pk.,4.0
pk.address,1.0
pk.high,1.0
pkgtractor-trailer,1.0
pkhigh,2.0
pkingparking,1.0
pkwy,1.0
pkwy.banners,1.0
pkwy.parking,2.0
pkwylighting,1.0
pl,8.0
pl#,1.0
pl;accessory,1.0
"placard),",1.0
place,10.0
"place,",2.0
place.excess,2.0
placebuilding,1.0
placed,17.0
placeexterior,1.0
placement,18.0
places,2.0
"places,illegal",1.0
places.high,1.0
placesvehicle,1.0
placing,2.0
plain.exterior,1.0
plainaccessory,1.0
plan,1.0
plank,1.0
planning,1.0
plans,3.0
plant,1.0
plants,1.0
plants;,1.0
plantshigh,1.0
plaster,1.0
"plaster,ceiling:",2.0
"plaster,clean",3.0
"plaster,cold",1.0
"plaster,correct",1.0
"plaster,damaged",3.0
plastic,21.0
"plastic,,exterior",1.0
plastic.,1.0
plat,1.0
plate,14.0
plate.exterior,1.0
plate.vehicle,2.0
plate;,1.0
plateexterior,1.0
plateopen,1.0
plates.,1.0
plates.commercial,1.0
plates;,1.0
platesunlic,1.0
platesvehicle,2.0
playground,1.0
playground;,1.0
playhouse,1.0
playing,2.0
plaza.,2.0
plazasign,1.0
plc.,3.0
please,32.0
please.,1.0
"plex,",1.0
plex.,3.0
plexuse,1.0
plhigh,2.0
plubing,1.0
plug,4.0
plumbing,65.0
plumbing)use,1.0
"plumbing,",4.0
"plumbing,fire",2.0
"plumbing,high",1.0
"plumbing,open",2.0
plumbingbuilding,1.0
plvehicle,1.0
plymouth,1.0
plymouth.,1.0
plywood,3.0
plywood.,1.0
plywood.accessory,1.0
pm,3.0
pm.,1.0
pm.exterior,1.0
pm.use,1.0
pn,1.0
"pob,",1.0
pod,5.0
pod/,1.0
pod/shed;,1.0
podbuilding,1.0
pog,57.0
"pog,",219.0
"pog,debrisexterior",1.0
"pog,hghigh",1.0
"pog,imv,",1.0
"pog,imvparking",1.0
"pog,jtd,exterior",1.0
"pog,jtd,imvexterior",2.0
"pog,jtd-wood",1.0
"pog,jtdexterior",1.0
"pog,pidaddress",1.0
pog-,2.0
pog.,2.0
pog/sidewalkexterior,1.0
pogaddress,2.0
pogboat,2.0
pogcommercial,4.0
"pogdirt,",1.0
pogexterior,195.0
poghigh,10.0
pogopen,36.0
pogparking,44.0
"pogs,",1.0
point,5.0
pointing,2.0
points,2.0
poison,2.0
pole,10.0
poleexterior,1.0
polegraffiti,1.0
poles,5.0
"poles,prohibited",17.0
"poles,signs",4.0
polesprohibited,1.0
police,2.0
police.,1.0
political,1.0
polk,2.0
pollon,1.0
pond,4.0
"pond,",1.0
pond.high,1.0
pondaccessory,1.0
pondexterior,1.0
pondingexterior,1.0
pontiac,10.0
pontiacvehicle,2.0
pony,2.0
pool,94.0
"pool,",23.0
pool.,12.0
pool.boat,1.0
pool.exterior,2.0
pool.open,3.0
pool.stagnant,1.0
pool.swimming,1.0
pool//////inoperable,1.0
pool/exterior,1.0
pool;,6.0
pool;exterior,1.0
pool;swimming,1.0
poolaccessory,2.0
pooladdress,1.0
poolboarding,1.0
poolexterior,17.0
poolhigh,6.0
pooling,1.0
poolopen,9.0
poolparking,1.0
pools,146.0
"pools,exterior",5.0
"pools,fire",1.0
"pools,open",6.0
"pools,stagnant",2.0
"pools,unlic",19.0
"pools,use",2.0
pools-former,1.0
poolstagnant,2.0
poolswimming,18.0
poop,4.0
poor,2.0
pop,1.0
popcorn,1.0
popsicle,1.0
porch,175.0
porch(?)open,1.0
porch)exterior,1.0
porch)open,3.0
"porch,",37.0
porch.,17.0
porch.boarding,1.0
porch.exterior,3.0
porch.open,13.0
porch/deckexterior,1.0
porch/deckopen,1.0
porch/stepsexterior,1.0
porch;,6.0
porchaddress,3.0
porchboat,1.0
porchbuilding,6.0
porchdamaged,1.0
"porchdirt,",1.0
porches,11.0
"porches,exterior",31.0
"porches,fire",1.0
"porches,high",1.0
"porches,landlord",2.0
"porches,occupancy",1.0
"porches,open",2.0
porches.,1.0
porchesopen,1.0
porchexterior,46.0
porchhigh,3.0
porchopen,129.0
porchparking,2.0
port,10.0
port.,1.0
portable,69.0
"portable,",4.0
"portapotty,",1.0
portion,4.0
portion.,1.0
portions,4.0
portopen,4.0
portway,1.0
position,6.0
"position,re-secure",1.0
"position,replace",1.0
"position,roof",1.0
"position,rusted",1.0
"position,unlic",1.0
positives,1.0
possible,51.0
possible)parking,1.0
possibly,104.0
"possums,",1.0
post,6.0
post;,1.0
posted,73.0
"posted,strp",12.0
"posted,swimming",1.0
"posted,unlic",4.0
"posted,use",7.0
postedbuilding,1.0
postedexterior,1.0
postedstop,1.0
postedstrp,1.0
posting,4.0
posts,25.0
pot,8.0
potential,3.0
potentially,1.0
potholes,3.0
potholessidewalk,3.0
potting,1.0
potty,3.0
"potty,",1.0
potty.,1.0
pottyaccessory,1.0
pottyopen,1.0
pour,1.0
poured,2.0
pouring,3.0
power,4.0
powerelectrical,1.0
ppl.,1.0
ppl.(excess,1.0
prefab,1.0
prem,15.0
prem.,1.0
premier,1.0
premis,11.0
premise,305.0
premises,222.0
"premises,",1.0
"premises,clean",1.0
premises.,2.0
premises.exterior,2.0
premises;,2.0
premisesaddress,2.0
premisescommercial,2.0
premisesexterior,4.0
premiseshigh,1.0
premisesopen,2.0
premisesunlic,2.0
premisesuse,1.0
premisies,3.0
premisis,3.0
premiss,1.0
prems,1.0
prep,1.0
prepetual,1.0
pres.,1.0
prestige,1.0
presumably,1.0
preventing,1.0
previous,6.0
price,1.0
price's,1.0
pricelesshigh,2.0
prices,1.0
primarily,1.0
primaveraelectronic,1.0
primise,1.0
princeopen,1.0
printing,1.0
printing/define,1.0
prior,4.0
prisonaddress,1.0
privacy,15.0
private,105.0
prix,2.0
prix.,1.0
prixvehicle,2.0
pro,311.0
probably,1.0
probate,2.0
problem,735.0
problems,2.0
problems;,2.0
problemsbuilding,1.0
problemsclean,2.0
problemsexterior,4.0
problemshigh,1.0
product,1.0
proeprty,2.0
proeprty.,1.0
proeprtyexterior,2.0
proeprtyopen,1.0
proertycommercial,1.0
program,1.0
programlandlord,1.0
programsign,1.0
progress,1.0
progressive,1.0
prohibited,526.0
"prohibited,building",2.0
"prohibited,commercial",1.0
"prohibited,defective",1.0
"prohibited,exterior",44.0
"prohibited,failure",1.0
"prohibited,fence",1.0
"prohibited,high",7.0
"prohibited,open",62.0
"prohibited,parking",16.0
"prohibited,stop",1.0
"prohibited,strp",2.0
"prohibited,tractor-trailer",1.0
"prohibited,unlic",3.0
"prohibited,use",9.0
project,1.0
"project,",1.0
projecting,2.0
promoting,1.0
proof,1.0
prop,8360.0
"propane,",1.0
proper,4.0
properly,14.0
properlyopen,1.0
properties,4.0
properties.dumping,1.0
propertiesaddress,1.0
propertiesexterior,1.0
propertiesopen,1.0
properttyexterior,1.0
property,532.0
property(approx.,1.0
property)building,1.0
property)unlic,2.0
"property,",61.0
"property,high",1.0
"property,litter",3.0
"property,open",14.0
"property,unlic",1.0
"property,use",1.0
property-,1.0
property-efrostbuilding,1.0
property-high,1.0
property.,143.0
"property.,",1.0
property.accessory,6.0
property.address,2.0
property.boarding,1.0
property.building,4.0
property.chickens,2.0
property.commercial,7.0
property.excess,1.0
property.exterior,38.0
property.high,13.0
property.interior,1.0
property.keeping,1.0
property.looks,1.0
property.open,62.0
property.overcrowding,2.0
property.owner,1.0
property.parking,9.0
property.strp,1.0
property.trash,1.0
property.unlic,15.0
property.use,12.0
property/,1.0
property/accessory,1.0
property/high,1.0
property/parking,1.0
property;,46.0
property;exterior,1.0
property;open,1.0
property@,1.0
propertyabandoned,2.0
propertyaccessory,9.0
propertyaddress,3.0
"propertybanners,signs",3.0
propertyboarding,7.0
propertyboat,3.0
propertybuilding,10.0
propertychickens,2.0
propertycommercial,29.0
"propertycornices,",1.0
propertyelectrical,2.0
propertyexterior,163.0
propertyfailure,2.0
propertyfence,2.0
propertygraffiti,1.0
"propertygraffiti,open",1.0
"propertygraffiti,parking",1.0
propertyhigh,33.0
propertylighting,1.0
propertylitter,5.0
propertyoccupancy,1.0
propertyopen,152.0
propertyowner,1.0
propertyparking,16.0
propertyprohibited,11.0
propertysidewalk,1.0
propertysigns,8.0
propertyunlic,70.0
propertyuse,21.0
prophane,1.0
proposed,1.0
propped,1.0
proptertyparking,1.0
pros,1.0
prostitution,1.0
protection,173.0
protective,4.0
protruding,2.0
provided,5.0
providedexcess,1.0
providedopen,1.0
providedstrp,1.0
provisions,1.0
prying,1.0
psychology,1.0
pub,1.0
public,35.0
"public,use",1.0
publicplumbing,1.0
pull,8.0
pulled,6.0
pump,1.0
pumped,1.0
pumping,2.0
pumps,1.0
pumpsgraffiti,1.0
purchase,1.0
purple,2.0
purpose,1.0
push,1.0
pushing,1.0
put,45.0
puton,1.0
puts,2.0
putting,13.0
pvc,6.0
pw,4.0
quad,2.0
quadplex.use,1.0
qualify,1.0
quality,1.0
quantity,1.0
quarter,3.0
quarter;,2.0
quarterbuilding,2.0
quarters,1.0
queen,1.0
queen)prohibited,1.0
"queenbanners,prohibited",1.0
quest,1.0
questvehicle,1.0
quick,3.0
quit,1.0
quite,1.0
r,5.0
r-131,1.0
r.,1.0
r/s,1.0
r/v,1.0
"r1500,",1.0
r20,1.0
r2947s,1.0
r40,1.0
r40.exterior,1.0
r80,1.0
"raccoons,",1.0
race,2.0
racetrack,1.0
racing,2.0
rack,2.0
rader,1.0
radio,1.0
rafters,4.0
"rafters,rusted",1.0
ragged,1.0
raid,1.0
rail,2.0
railing,9.0
"railing,",1.0
railingexterior,1.0
railroad,1.0
rails,5.0
"rails,",1.0
railsopen,1.0
rain,2.0
rains,2.0
rains.,1.0
rains.exterior,1.0
rainssidewalk,1.0
rainwater,2.0
rainwateraccessory,1.0
ram,7.0
ramp,2.0
ramp.,1.0
rampexterior,1.0
ramps,1.0
rampsexterior,1.0
rampunlic,1.0
ran,5.0
range,3.0
ranger,6.0
rar,1.0
rats,1.0
"rats,",1.0
rave,1.0
rave/music,1.0
ravine,2.0
raw,46.0
rayon,1.0
razor,2.0
rcs,1.0
rd,7.0
rd)exterior,1.0
rd-,1.0
rd.,9.0
rd.open,1.0
rd.prohibited,1.0
rd.signs,1.0
rd;,1.0
rdaddress,1.0
"rdbanners,prohibited",1.0
rdbuilding,1.0
rdcommercial,1.0
rdexterior,3.0
rdgraffiti,1.0
rdhigh,1.0
rdopen,1.0
rdrubbish,1.0
rduse,1.0
re,1.0
re-doing,1.0
re-stripe,1.0
re[pair,1.0
read,1.0
reads,2.0
real,2.0
reality,1.0
really,6.0
realtor,2.0
realty,2.0
rear,216.0
rear),13.0
rear).open,1.0
rear)open,2.0
"rear,",9.0
rear.,1.0
rear.open,1.0
rear//demo,1.0
rear//parking,1.0
rear/alleyopen,1.0
rear;,2.0
rearaccessory,1.0
rearbuilding,3.0
rearexterior,22.0
rearhigh,16.0
rearlandlord,2.0
rearopen,31.0
rearparking,3.0
rearsigns,1.0
rearunlic,7.0
rebar,3.0
rec,1.0
received,10.0
receptacles,1.0
"receptacles,electrical",19.0
"receptacles,exterior",11.0
"receptacles,extermination",1.0
"receptacles,fire",3.0
"receptacles,heating",1.0
"receptacles,hot",2.0
"receptacles,hvac",1.0
"receptacles,interior",2.0
recheckopen,1.0
recliner,13.0
recliners,3.0
reclining,1.0
recognize,1.0
recording,2.0
recovery,1.0
recreation,1.0
recurring,1.0
recycled,1.0
recycleing,1.0
recycling,3.0
red,101.0
red.,1.0
red/maroon,1.0
redexterior,1.0
redirected,1.0
reduce,2.0
refer,1.0
referred,1.0
refile,1.0
refineopen,1.0
refinishing,1.0
refrigerated,1.0
refrigerator,39.0
refrigerator's,1.0
"refrigerator,",2.0
refrigeratoropen,2.0
refrigerators,1.0
refuses,1.0
reg)landlord,1.0
reg.,1.0
reg.landlord,4.0
regal,2.0
regal.,1.0
regarding,1.0
regions,1.0
registaddress,1.0
register,7.0
registered,19.0
registering,1.0
registraiton,1.0
registration,142.0
"registration,",3.0
"registration,leaking",1.0
"registration,mechanical",4.0
"registration,missing",4.0
"registration,occupancy",3.0
"registration,open",81.0
"registration,other",1.0
"registration,overcrowding",15.0
